"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"CC";"CP";"IMI"
"322";"23001011011P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,416666666666667;0,51984126984127;0,38859649122807;0,441701475912002
"323";"23001011012P3";"QUÍMICA";"FEDERAL";"PÚBLICA";1990;"ACADÊMICO";"4";0,319444444444444;0,666666666666667;0,449425287356322;0,478512132822478
"324";"23001011013P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";0,325396825396825;0,459478021978022;0,447275641025641;0,410716829466829
"325";"23001011015P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,317460317460317;0,502820512820513;0,35241935483871;0,390900061706513
"326";"23001011018P1";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,368421052631579;0,368402777777778;0,413;0,383274610136452
"327";"23001011020P6";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,4;0,486725181598063;0,541428571428571;0,476051251008878
"328";"23001011021P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";0,75;0,550558035714286;0,482222222222222;0,594260085978836
"329";"23001011022P9";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";0,37037037037037;0,485119047619048;0,448850574712644;0,434779997567354
"330";"23001011023P5";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";0,545454545454546;0,543478260869565;0,316025641025641;0,468319482449917
"331";"23001011024P1";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,488888888888889;0,498490338164251;0,432916666666667;0,473431964573269
"332";"23001011025P8";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";0,444444444444444;0,396947496947497;0,347101449275362;0,396164463555768
"333";"23001011026P4";"MATERIAIS";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"6";0,5625;0,549512987012987;0,39047619047619;0,500829725829726
"334";"23001011027P0";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,422222222222222;0,442340067340067;0,468981481481481;0,444514590347924
"335";"23001011028P7";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,383333333333333;0,490833333333333;0,43641975308642;0,436862139917695
"336";"23001011029P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,166666666666667;0,414737654320988;0,386363636363636;0,322589319117097
"337";"23001011030P1";"FILOSOFIA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,466666666666667;0,556184012066365;0,357638888888889;0,460163189207307
"338";"23001011031P8";"MEDICINA II";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";0,644444444444444;0,482013201320132;0,481349206349206;0,535935617371261
"339";"23001011032P4";"ENSINO";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"4";0,571428571428572;0,524621212121212;0,545061728395062;0,547037170648282
"340";"23001011033P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,344827586206897;0,5125;0,42337962962963;0,426902405278842
"341";"23001011034P7";"DIREITO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,296296296296296;0,464237186102511;0,418666666666667;0,393066716355158
"342";"23001011035P3";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";0,541666666666667;0,517796610169492;0,55;0,536487758945386
"343";"23001011036P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,759259259259259;0,592884615384615;0,401811594202899;0,584651822948924
"344";"23001011037P6";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,384615384615385;0,529761904761905;0,343333333333333;0,419236874236874
"345";"23001011038P2";"HISTÓRIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,333333333333333;0,75;0,396052631578947;0,49312865497076
"346";"23001011040P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,560606060606061;0,379501915708812;0,489367816091954;0,476491930802276
"347";"23001011041P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,56140350877193;0,480519480519481;0,475;0,50564099643047
"348";"23001011042P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,315789473684211;0,564903846153846;0,463333333333333;0,448008884390463
"349";"23001011043P6";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,357142857142857;0,502586206896552;0,516666666666667;0,458798576902025
"350";"23001011044P2";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,488888888888889;0,518803418803419;0,410416666666667;0,472702991452991
"351";"23001011046P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,666666666666667;0,538095238095238;0,505357142857143;0,570039682539683
"352";"23001011047P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,488888888888889;0,582010582010582;0,500568181818182;0,523822550905884
"353";"23001011050P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,638888888888889;0,461373873873874;0,409583333333333;0,503282032032032
"354";"23001011051P9";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,4375;0,481944444444444;0,416287878787879;0,445244107744108
"355";"23001011052P5";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"4";0,466666666666667;0,493859649122807;0,483333333333333;0,481286549707602
"356";"23001011053P1";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,622222222222222;0,551892551892552;0,546825396825397;0,573646723646724
"357";"23001011054P8";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,527777777777778;0,52133356873823;0,608333333333333;0,55248155994978
"358";"23001011055P4";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,650793650793651;0,539583333333333;0,509848484848485;0,566741822991823
"359";"23001011056P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,435897435897436;0,570965996369222;0,414814814814815;0,473892749027158
"360";"23001011057P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,527777777777778;0,608333333333333;0,413690476190476;0,516600529100529
"361";"23001011058P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,384615384615385;0,499444233926993;0,566071428571429;0,483377015704602
"362";"23001011059P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,4;0,6;0,476388888888889;0,49212962962963
"363";"23001011060P8";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,351851851851852;0,438888888888889;0,54469696969697;0,445145903479237
"364";"23001011061P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,622222222222222;0,553571428571429;0,342105263157895;0,505966304650515
"365";"23001011063P7";"ENSINO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,666666666666667;0,666666666666667;0,501190476190476;0,611507936507936
"366";"23001011066P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,769230769230769;0,558823529411765;0,449019607843137;0,592357968828557
"367";"23001011067P2";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,256410256410256;0,736842105263158;0,402083333333333;0,465111898335583
"368";"23001011068P9";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,194444444444444;1;0,4;0,531481481481482
"369";"23001011069P5";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";0,11374695863747;0,567588761206803;0,75;0,477111906614758
"370";"23001011070P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,604166666666667;0,554258241758242;0,56359649122807;0,57400713321766
"371";"23001011071P0";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,444444444444444;0,666666666666667;0,3125;0,474537037037037
"372";"23001011072P6";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,409090909090909;0,518248746867168;0,428409090909091;0,451916248955723
"373";"23001011073P2";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,484848484848485;0,570910973084886;0,518589743589744;0,524783067174372
"374";"23001011074P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,363636363636364;0,570493827160494;0,396527777777778;0,443552656191545
"375";"23001011075P5";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,615384615384615;0,416183574879227;0,471666666666667;0,501078285643503
"376";"23001011077P8";"ENSINO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";0,740740740740741;1;0,58;0,77358024691358
"377";"23001011078P4";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"4";0,355555555555556;0,403908045977011;0,482142857142857;0,413868819558475
"378";"23001011079P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,777777777777778;0,833333333333333;0,460964912280702;0,690692007797271
"379";"23001011080P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,740740740740741;0,540178571428571;0,352777777777778;0,54456569664903
"380";"23001011170P8";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"5";0,579710144927536;0,572871340728484;0,464166666666667;0,538916050774229
"381";"23002018002P4";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,5;0,513333333333333;0,37280701754386;0,462046783625731
"382";"23002018003P0";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,272727272727273;0,465123369922132;0,573333333333333;0,437061325327579
"383";"23002018004P7";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,283333333333333;0,285463150777552;0,459420289855072;0,342738924655319
"384";"23002018005P3";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,583333333333333;0,516666666666667;0,4775;0,525833333333333
"385";"23002018006P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,196078431372549;0,499583333333333;0,407456140350877;0,367705968352253
"386";"23002018007P6";"MEDICINA II";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,625;0,56;0,380833333333333;0,521944444444444
"387";"23002018008P2";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,520833333333333;0,525;0,401587301587302;0,482473544973545
"388";"23002018009P9";"ENSINO";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,6;0,548115079365079;0,588541666666667;0,578885582010582
"389";"23002018010P7";"SERVIÇO SOCIAL";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,361111111111111;0,5375;0,619642857142857;0,506084656084656
"390";"23002018070P0";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,625;0,68140818753185;0,44212962962963;0,582845939053827
"391";"23002018071P6";"ENSINO";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,614035087719298;0,59484649122807;0,496666666666667;0,568516081871345
