"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"CC";"CP";"IMI"
"504";"25001019097P4";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";0,8;0,992753623188406;0,498106060606061;0,763619894598155
"505";"25001019156P0";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,392156862745098;0,785809523809524;0,477314814814815;0,551760400456479
"506";"25001019157P7";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,833333333333333;0,625;0,601851851851852;0,686728395061728
"507";"25002015001P3";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"4";0,5;0,48921130952381;0,430952380952381;0,473387896825397
"508";"25002015002P0";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";0,388888888888889;0,909722222222222;0,277777777777778;0,525462962962963
"509";"25002015003P6";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";0,777777777777778;0,673412698412698;0,541666666666667;0,664285714285714
"510";"25002015005P9";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";0,740740740740741;0,475;0,463888888888889;0,559876543209877
"511";"25002015006P5";"DIREITO";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";0,3125;0,868055555555556;0,324074074074074;0,501543209876543
"512";"25003011001P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";0,222222222222222;0,395833333333333;0,412698412698413;0,343584656084656
"513";"25003011002P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,333333333333333;0,291071428571429;0,631944444444444;0,418783068783069
"514";"25003011003P2";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";0,333333333333333;0,407738095238095;0,444791666666667;0,395287698412698
"515";"25003011006P1";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1981;"ACADÊMICO";"4";0,214285714285714;0,480053191489362;0,337280701754386;0,343873202509821
"516";"25003011009P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,185185185185185;0,404411764705882;0,356782945736434;0,315459965209167
"517";"25003011010P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";0,711111111111111;0,447435897435897;0,581666666666667;0,580071225071225
"518";"25003011011P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,549019607843137;0,454645837254533;0,461231884057971;0,488299109718547
"519";"25003011012P1";"ENSINO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";0,666666666666667;0,570131578947368;0,385606060606061;0,540801435406699
"520";"25003011013P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,428571428571429;0,466447368421053;0,428645833333333;0,441221543441938
"521";"25003011014P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,641025641025641;0,636363636363636;0,461274509803922;0,579554595731066
"522";"25003011015P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,555555555555556;0,573717948717949;0,439473684210526;0,522915729494677
"523";"25003011017P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,566666666666667;0,32797619047619;0,588194444444444;0,494279100529101
"524";"25003011018P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"5";0,611111111111111;0,642857142857143;0,453645833333333;0,569204695767196
"525";"25003011019P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,318181818181818;0,381944444444444;0,38125;0,360458754208754
"526";"25003011020P4";"QUÍMICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,240740740740741;0,410037878787879;0,45;0,36692620650954
"527";"25003011021P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,515151515151515;0,544129720853859;0,401282051282051;0,486854429095808
"528";"25003011022P7";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,627450980392157;0,487377186676252;0,496825396825397;0,537217854631269
"529";"25003011024P0";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,0909090909090909;0,493939393939394;0,532222222222222;0,372356902356902
"530";"25003011025P6";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,466666666666667;0,246739130434783;0,288333333333333;0,333913043478261
"531";"25003011026P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,439393939393939;0,623571428571429;0,452564102564103;0,50517649017649
"532";"25003011027P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,285714285714286;0,235632183908046;0,347222222222222;0,289522897281518
"533";"25003011028P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,595238095238095;0,512187088274045;0,426388888888889;0,51127135746701
"534";"25003011029P1";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,666666666666667;0,739583333333333;0,469444444444444;0,625231481481482
"535";"25003011030P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,583333333333333;0,56875;0,491203703703704;0,547762345679012
"536";"25003011031P6";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,571428571428571;0,913888888888889;0,486944444444444;0,657420634920635
"537";"25003011032P2";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,314814814814815;0,674450549450549;0,351449275362319;0,446904879875894
"538";"25003011033P9";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";0,419753086419753;0,458333333333333;0,489247311827957;0,455777910527014
"539";"25003011036P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,769230769230769;0,574791666666667;0,514285714285714;0,61943605006105
"540";"25003011070P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,541666666666667;0,845833333333333;0,381666666666667;0,589722222222222
"541";"25003011071P8";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,452380952380952;0,57484593837535;0,478703703703704;0,501976864820002
"542";"25004018006P8";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"4";0,222222222222222;0,462481962481962;0,585185185185185;0,42329645662979
"543";"25004018008P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,577777777777778;0,478803294573643;0,492222222222222;0,516267764857881
"544";"25004018009P7";"MEDICINA I";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,545454545454545;0,513244047619048;0,517628205128205;0,525442266067266
"545";"25004018010P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2006;"PROFISSIONAL";"3";0,818181818181818;0,777777777777778;0,657692307692308;0,751217301217301
"546";"25004018011P1";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,476190476190476;0,523412698412698;0,427450980392157;0,475684718331777
"547";"25004018012P8";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,393939393939394;0,497474747474747;0,364880952380952;0,418765031265031
"548";"25004018013P4";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,614035087719298;0,499929913092234;0,484848484848485;0,532937828553339
"549";"25004018014P0";"EDUCAÇÃO FÍSICA";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,583333333333333;0,51505376344086;0,524679487179487;0,541022194651227
"550";"25004018015P7";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,511111111111111;0,692307692307692;0,422395833333333;0,541938212250712
"551";"25004018016P3";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,470588235294118;0,541666666666667;0,499509803921569;0,503921568627451
"552";"25004018017P0";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";2009;"PROFISSIONAL";"3";0,638888888888889;1;0,396875;0,678587962962963
"553";"25004018018P6";"ENGENHARIAS IV";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,428571428571429;0,554054054054054;0,600462962962963;0,527696148529482
"554";"25004018019P2";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,571428571428571;0,6;0,45625;0,542559523809524
"555";"25004018070P8";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,716666666666667;1;0,456159420289855;0,724275362318841
"556";"25020013001P4";"MATERIAIS";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,785714285714286;0,658974358974359;0,54656862745098;0,663752424046542
"557";"25020013002P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,555555555555555;0,476251526251526;0,402083333333333;0,477963471713472
"558";"25020013003P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,6;0,4875;0,485294117647059;0,524264705882353
"559";"25020013004P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,523809523809524;0,69023569023569;0,431666666666667;0,54857062690396
"560";"25020013006P6";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,533333333333333;0,517006802721088;0,43;0,493446712018141
"561";"25020013008P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,450980392156863;0,503177609427609;0,486842105263158;0,48033336894921
"562";"25020013009P5";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,604166666666667;0,579166666666667;0,390686274509804;0,524673202614379
"563";"25020013010P3";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,333333333333333;0,520833333333333;0,482843137254902;0,445669934640523
"564";"25020013011P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";0,774193548387097;0,976851851851852;0,453632478632479;0,734892626290476
"565";"26001012001P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"4";0,32258064516129;0,508823529411765;0,481617647058824;0,43767394054396
"566";"26001012002P6";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"5";0,174603174603175;0,234722222222222;0,456944444444444;0,288756613756614
"567";"26001012003P2";"QUÍMICA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,395061728395062;0,501531862745098;0,336666666666667;0,411086752602275
"568";"26001012005P5";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"3";0,380952380952381;0,37962962962963;0,395833333333333;0,385471781305115
"569";"26001012010P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,462962962962963;0,323924731182796;0,531439393939394;0,439442362695051
"570";"26001012011P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,458333333333333;0,555555555555556;0,379047619047619;0,464312169312169
"571";"26001012012P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,166666666666667;0,544337606837607;0,363888888888889;0,358297720797721
"572";"26001012014P4";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,587301587301587;0,488020833333333;0,456481481481481;0,510601300705467
"573";"26001012015P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,121212121212121;0,514423076923077;0,733333333333333;0,456322843822844
"574";"26001012016P7";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,388888888888889;0,460238095238095;0,541666666666667;0,463597883597884
"575";"26001012017P3";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";0,571428571428572;0,536833855799373;0,375757575757576;0,494673334328507
"576";"26001012018P0";"DIREITO";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"3";0,270833333333333;1;0,34;0,536944444444444
"577";"26001012019P6";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,4;0,45995670995671;0,414583333333333;0,424846681096681
"578";"26001012020P4";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,533333333333333;0,4775;0,470614035087719;0,493815789473684
"579";"26001012022P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,433333333333333;0,431124772313297;0,354166666666667;0,406208257437766
"580";"26001012023P3";"MEDICINA II";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,651515151515151;0,452097902097902;0,494871794871795;0,532828282828283
"581";"26001012024P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,5;0,75;0,311458333333333;0,520486111111111
"582";"26001012025P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,5625;0,6;0,626893939393939;0,596464646464646
"583";"26001012026P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,527777777777778;0,495833333333333;0,366071428571429;0,463227513227513
"584";"26001012028P5";"MATERIAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,545454545454545;0,529387755102041;0,367857142857143;0,480899814471243
"585";"26001012029P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,458333333333333;0,483333333333333;0,500462962962963;0,48070987654321
"586";"26001012030P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,352941176470588;0,470289855072464;0,483333333333333;0,435521454958795
"587";"26001012031P6";"ENSINO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,614035087719298;0,93667328042328;0,46;0,670236122714193
"588";"26001012032P2";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,256410256410256;0,448470209339775;0,437037037037037;0,380639167595689
"589";"26001012033P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,571428571428572;0,681818181818182;0,466666666666667;0,573304473304473
"590";"26001012034P5";"HISTÓRIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,351851851851852;0,541666666666667;0,426515151515152;0,440011223344557
"591";"26001012035P1";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,520833333333333;0,483796296296296;0,5125;0,50570987654321
"592";"26001012036P8";"FARMÁCIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,688888888888889;0,47093837535014;0,455555555555556;0,538460939931528
"593";"26001012038P0";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,37037037037037;1;0,45125;0,607206790123457
"594";"26001012082P0";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,5;0,594551282051282;0,464102564102564;0,519551282051282
"595";"27001016007P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";0,681818181818182;0,54656862745098;0,666666666666667;0,63168449197861
"596";"27001016009P3";"MEDICINA I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";0,561904761904762;0,443614330389993;0,5;0,501839697431585
"597";"27001016014P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";0,3;0,550324675324675;0,666666666666667;0,505663780663781
"598";"27001016016P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,933333333333333;0,75;0,333333333333333;0,672222222222222
"599";"27001016028P8";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,725490196078431;0,571428571428571;0,333333333333333;0,543417366946779
"600";"27001016029P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,520833333333333;0,546658986175115;1;0,689164106502816
"601";"27001016036P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,458333333333333;0,56020463741052;0,333333333333333;0,450623768025729
"602";"27001016037P7";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,305555555555556;0,538888888888889;1;0,614814814814815
"603";"27001016048P9";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,270833333333333;0,666666666666667;0,5;0,479166666666667
"604";"27002012003P1";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";0,515151515151515;0,510412335412335;0,54551282051282;0,523692223692224
"605";"27002012004P8";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"4";0,692307692307692;0,8375;0,431111111111111;0,653639601139601
"606";"27002012005P4";"DIREITO";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";0,333333333333333;0,402539682539683;0,435;0,390291005291005
"607";"28001010001P9";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";0,431372549019608;0,522119652945924;0,448449612403101;0,467313938122878
"608";"28001010002P5";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1975;"ACADÊMICO";"3";0,257575757575758;0,475;0,443686868686869;0,392087542087542
"609";"28001010003P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";0,25;0,545454545454545;0,533928571428571;0,443127705627706
"610";"28001010004P8";"QUÍMICA";"FEDERAL";"PÚBLICA";1968;"ACADÊMICO";"5";0,259259259259259;0,431972789115646;0,401190476190476;0,364140841521794
"611";"28001010005P4";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"3";0,333333333333333;0,420962999264886;0,305333333333333;0,353209888643851
"612";"28001010007P7";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"4";0,615384615384615;0,605392156862745;0,355555555555556;0,525444109267639
"613";"28001010010P8";"ECONOMIA";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"4";0,395833333333333;0,833333333333333;0,381349206349206;0,536838624338624
"614";"28001010011P4";"MEDICINA II";"FEDERAL";"PÚBLICA";1973;"ACADÊMICO";"6";0,545454545454545;0,462918211043292;0,561494252873563;0,5232890031238
