"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QPPP";"SPPAP";"QPPr";"QPA";"iQPP";"iQPPr";"iQPA";"IPT"
"1268";"31004016001P3";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"6";26;0;0;0;0;0;0;0
"1269";"31004016004P2";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"7";32;0;0;5;0;0;0,15625;0,0520833333333333
"1270";"31004016006P5";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";1979;"ACADÊMICO";"7";41;0;0;0;0;0;0;0
"1271";"31004016008P8";"ODONTOLOGIA";"ESTADUAL";"PÚBLICA";1982;"ACADÊMICO";"5";15;1;0;0;0,0666666666666667;0;0;0,0222222222222222
"1272";"31004016009P4";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";63;0;0;0;0;0;0;0
"1273";"31004016013P1";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"5";16;0;0;2;0;0;0,125;0,0416666666666667
"1274";"31004016015P4";"DIREITO";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";76;0;1;0;0;0,0131578947368421;0;0,0043859649122807
"1275";"31004016016P0";"FILOSOFIA";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"5";26;0;0;0;0;0;0;0
"1276";"31004016017P7";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";1993;"ACADÊMICO";"4";13;0;0;0;0;0;0;0
"1277";"31004016018P3";"CIÊNCIAS BIOLÓGICAS III";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"1278";"31004016020P8";"SOCIOLOGIA";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";25;0;0;0;0;0;0;0
"1279";"31004016022P0";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";30;1;0;2;0,0333333333333333;0;0,0666666666666667;0,0333333333333333
"1280";"31004016023P7";"GEOCIÊNCIAS";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"4";22;0;0;0;0;0;0;0
"1281";"31004016024P3";"HISTÓRIA";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"5";24;0;0;0;0;0;0;0
"1282";"31004016026P6";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"5";21;0;0;0;0;0;0;0
"1283";"31004016027P2";"PSICOLOGIA";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"4";11;0;0;0;0;0;0;0
"1284";"31004016028P9";"SERVIÇO SOCIAL";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"6";19;0;0;0;0;0;0;0
"1285";"31004016029P5";"MEDICINA I";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"7";33;0;0;0;0;0;0;0
"1286";"31004016031P0";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";1999;"PROFISSIONAL";"5";19;0;4;1;0;0,210526315789474;0,0526315789473684;0,087719298245614
"1287";"31004016032P6";"ECONOMIA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";14;0;0;0;0;0;0;0
"1288";"31004016033P2";"COMUNICAÇÃO E INFORMAÇÃO";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";15;0;0;0;0;0;0;0
"1289";"31004016034P9";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";14;0;0;3;0;0;0,214285714285714;0,0714285714285714
"1290";"31004016035P5";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";19;1;0;0;0,0526315789473684;0;0;0,0175438596491228
"1291";"31004016036P1";"MEDICINA I";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"4";55;0;0;0;0;0;0;0
"1292";"31004016037P8";"QUÍMICA";"ESTADUAL";"PÚBLICA";2004;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"1293";"31004016038P4";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";2004;"ACADÊMICO";"4";11;3;0;0;0,272727272727273;0;0;0,0909090909090909
"1294";"31004016039P0";"ARTES / MÚSICA";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"5";23;0;0;1;0;0;0,0434782608695652;0,0144927536231884
"1295";"31004016040P9";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"6";15;0;0;4;0;0;0,266666666666667;0,0888888888888889
"1296";"31004016041P5";"ARQUITETURA, URBANISMO E DESIGN";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";16;1;0;2;0,0625;0;0,125;0,0625
"1297";"31004016042P1";"SAÚDE COLETIVA";"ESTADUAL";"PÚBLICA";2000;"PROFISSIONAL";"4";18;0;0;2;0;0;0,111111111111111;0,037037037037037
"1298";"31004016043P8";"ENGENHARIAS IV";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";15;1;0;9;0,0666666666666667;0;0,6;0,222222222222222
"1299";"31004016044P4";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";12;11;0;2;0,916666666666667;0;0,166666666666667;0,361111111111111
"1300";"31004016045P0";"CIÊNCIAS AMBIENTAIS";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"1301";"31004016046P7";"HISTÓRIA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";22;0;0;0;0;0;0;0
"1302";"31004016047P3";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"5";23;0;0;0;0;0;0;0
"1303";"31004016048P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";15;0;2;0;0;0,133333333333333;0;0,0444444444444444
"1304";"31004016049P6";"ENGENHARIAS II";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";8;2;0;4;0,25;0;0,5;0,25
"1305";"31004016050P4";"MEDICINA III";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"5";10;0;0;0;0;0;0;0
"1306";"31004016051P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";22;0;0;0;0;0;0;0
"1307";"31004016052P7";"NUTRIÇÃO";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"1308";"31004016053P3";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";29;1;0;7;0,0344827586206897;0;0,241379310344828;0,0919540229885057
"1309";"31004016054P0";"GEOCIÊNCIAS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";17;1;0;0;0,0588235294117647;0;0;0,0196078431372549
"1310";"31004016055P6";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";15;2;0;0;0,133333333333333;0;0;0,0444444444444444
"1311";"31004016057P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"1312";"31004016058P5";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"1313";"31004016059P1";"MEDICINA II";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";12;0;0;0;0;0;0;0
"1314";"31004016060P0";"SOCIOLOGIA";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"5";13;0;0;0;0;0;0;0
"1315";"31004016061P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"6";15;0;0;0;0;0;0;0
"1316";"31004016062P2";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";21;0;0;0;0;0;0;0
"1317";"31004016063P9";"ENSINO";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;1;0;1;0,0714285714285714;0;0,0714285714285714;0,0476190476190476
"1318";"31004016064P5";"ENSINO";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"4";21;0;2;0;0;0,0952380952380952;0;0,0317460317460317
"1319";"31004016065P1";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";11;0;0;1;0;0;0,0909090909090909;0,0303030303030303
"1320";"31004016066P8";"EDUCAÇÃO FÍSICA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"4";19;0;0;0;0;0;0;0
"1321";"31004016156P7";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"4";11;1;1;1;0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909
"1322";"31004016158P0";"MEDICINA II";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";11;0;0;0;0;0;0;0
"1323";"31004016159P6";NA;NA;NA;NA;NA;NA;9;0;0;0;0;0;0;0
"1324";"31004016160P4";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1325";"31005012001P0";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1965;"ACADÊMICO";"6";16;0;0;0;0;0;0;0
"1326";"31005012002P6";"ASTRONOMIA / FÍSICA";"PARTICULAR";"PRIVADA";1965;"ACADÊMICO";"6";19;1;0;0;0,0526315789473684;0;0;0,0175438596491228
"1327";"31005012003P2";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"PARTICULAR";"PRIVADA";1969;"ACADÊMICO";"6";15;0;0;0;0;0;0;0
"1328";"31005012004P9";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";1967;"ACADÊMICO";"7";26;0;0;17;0;0;0,653846153846154;0,217948717948718
"1329";"31005012005P5";"QUÍMICA";"PARTICULAR";"PRIVADA";1969;"ACADÊMICO";"5";17;2;0;0;0,117647058823529;0;0;0,0392156862745098
"1330";"31005012006P1";"FILOSOFIA";"PARTICULAR";"PRIVADA";1973;"ACADÊMICO";"5";16;0;0;0;0;0;0;0
"1331";"31005012007P8";"TEOLOGIA";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"5";14;0;0;0;0;0;0;0
"1332";"31005012008P4";"ECONOMIA";"PARTICULAR";"PRIVADA";1978;"ACADÊMICO";"6";13;0;0;0;0;0;0;0
"1333";"31005012009P0";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1966;"ACADÊMICO";"5";18;0;1;0;0;0,0555555555555556;0;0,0185185185185185
"1334";"31005012010P9";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";1965;"ACADÊMICO";"6";16;1;1;1;0,0625;0,0625;0,0625;0,0625
"1335";"31005012011P5";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";1963;"ACADÊMICO";"6";27;5;0;4;0,185185185185185;0;0,148148148148148;0,111111111111111
"1336";"31005012012P1";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";1964;"ACADÊMICO";"7";21;5;3;0;0,238095238095238;0,142857142857143;0;0,126984126984127
"1337";"31005012013P8";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";1971;"ACADÊMICO";"5";16;5;1;2;0,3125;0,0625;0,125;0,166666666666667
"1338";"31005012019P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"5";17;0;0;0;0;0;0;0
"1339";"31005012020P4";"DIREITO";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"4";21;0;0;0;0;0;0;0
"1340";"31005012021P0";"SERVIÇO SOCIAL";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"5";10;0;1;0;0;0,1;0;0,0333333333333333
"1341";"31005012024P0";"HISTÓRIA";"PARTICULAR";"PRIVADA";1987;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"1342";"31005012026P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"PARTICULAR";"PRIVADA";1987;"ACADÊMICO";"6";14;0;0;0;0;0;0;0
"1343";"31005012027P9";"ARQUITETURA, URBANISMO E DESIGN";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";17;1;6;0;0,0588235294117647;0,352941176470588;0;0,137254901960784
"1344";"31005012028P5";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";1996;"ACADÊMICO";"4";10;0;0;7;0;0;0,7;0,233333333333333
"1345";"31005012029P1";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"4";13;0;0;0;0;0;0;0
"1346";"31005012030P0";"SOCIOLOGIA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";13;0;0;0;0;0;0;0
"1347";"31005012033P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"4";16;0;0;0;0;0;0;0
"1348";"31005012034P5";"GEOGRAFIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"1349";"31005012036P8";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2009;"PROFISSIONAL";"3";10;0;0;0;0;0;0;0
"1350";"31005012037P4";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"5";16;0;2;0;0;0,125;0;0,0416666666666667
"1351";"31005012038P0";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"5";18;0;0;0;0;0;0;0
"1352";"31005012039P7";"ARQUITETURA, URBANISMO E DESIGN";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";10;0;2;0;0;0,2;0;0,0666666666666667
"1353";"31005012156P3";"ECONOMIA";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"4";13;0;0;0;0;0;0;0
"1354";"31005012157P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";20;0;0;0;0;0;0;0
"1355";"31008011001P9";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1962;"ACADÊMICO";"7";45;0;0;0;0;0;0;0
"1356";"31008011002P5";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";8;0;0;0;0;0;0;0
"1357";"31009018001P5";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1962;"ACADÊMICO";"7";50;0;0;0;0;0;0;0
"1358";"31009018003P8";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1999;"PROFISSIONAL";"4";16;5;1;6;0,3125;0,0625;0,375;0,25
"1359";"31010016027P9";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";93;0;1;4;0;0,010752688172043;0,043010752688172;0,017921146953405
"1360";"31017010005P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"1361";"31018017007P9";"DIREITO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";20;0;0;0;0;0;0;0
"1362";"31018017008P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";1994;"PROFISSIONAL";"4";12;0;0;3;0;0;0,25;0,0833333333333333
"1363";"31018017010P0";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"4";13;0;0;0;0;0;0;0
"1364";"31018017011P6";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"4";11;0;1;0;0;0,0909090909090909;0;0,0303030303030303
"1365";"31018017012P2";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";10;1;0;0;0,1;0;0;0,0333333333333333
"1366";"31019013001P7";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1986;"ACADÊMICO";"4";14;0;0;0;0;0;0;0
"1367";"31019013002P3";"DIREITO";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"1368";"31019013003P0";"PSICOLOGIA";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"1369";"31019013004P6";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";12;0;0;6;0;0;0,5;0,166666666666667
"1370";"31021018001P8";"ENFERMAGEM";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"4";22;0;5;0;0;0,227272727272727;0;0,0757575757575758
"1371";"31021018002P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";20;1;1;2;0,05;0,05;0,1;0,0666666666666667
"1372";"31021018003P0";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";31;0;0;2;0;0;0,0645161290322581;0,021505376344086
"1373";"31021018004P7";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";27;0;0;0;0;0;0;0
"1374";"31021018006P0";"MEDICINA II";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"1375";"31021018007P6";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";18;0;0;0;0;0;0;0
"1376";"31021018008P2";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";15;0;1;0;0;0,0666666666666667;0;0,0222222222222222
"1377";"31021018009P9";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";16;0;0;3;0;0;0,1875;0,0625
"1378";"31021018010P7";"HISTÓRIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";35;0;0;0;0;0;0;0
"1379";"31021018012P0";"MEDICINA III";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"1380";"31021018013P6";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";21;0;4;0;0;0,19047619047619;0;0,0634920634920635
"1381";"31021018014P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"1382";"31021018015P9";"DIREITO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1383";"31021018016P5";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";16;0;0;1;0;0;0,0625;0,0208333333333333
"1384";"31021018017P1";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";13;1;2;0;0,0769230769230769;0,153846153846154;0;0,0769230769230769
"1385";"31021018018P8";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";20;0;2;2;0;0,1;0,1;0,0666666666666667
"1386";"31021018020P2";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";15;0;0;0;0;0;0;0
"1387";"31021018021P9";"MEDICINA II";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";27;1;0;0;0,037037037037037;0;0;0,0123456790123457
"1388";"31021018022P5";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";16;0;2;0;0;0,125;0;0,0416666666666667
"1389";"31021018024P8";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";19;0;0;0;0;0;0;0
"1390";"31021018156P1";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"4";16;0;0;0;0;0;0;0
"1391";"31021018157P8";NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"1392";"31022014001P4";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";13;0;0;4;0;0;0,307692307692308;0,102564102564103
"1393";"31022014003P7";"MATERIAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";16;0;7;0;0;0,4375;0;0,145833333333333
"1394";"31022014004P3";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"1395";"31022014005P0";"ENSINO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";14;0;0;0;0;0;0;0
"1396";"31022014006P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";22;0;0;0;0;0;0;0
"1397";"31022014007P2";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";12;1;0;1;0,0833333333333333;0;0,0833333333333333;0,0555555555555556
"1398";"31022014008P9";"FILOSOFIA";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"1399";"31022014009P5";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";12;0;0;2;0;0;0,166666666666667;0,0555555555555556
"1400";"31025013002P0";"EDUCAÇÃO FÍSICA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"1401";"31025013003P6";"HISTÓRIA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"1402";"31025013004P2";"PSICOLOGIA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";14;0;0;1;0;0;0,0714285714285714;0,0238095238095238
"1403";"31027016003P9";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";12;1;0;6;0,0833333333333333;0;0,5;0,194444444444444
"1404";"31027016004P5";"MEDICINA III";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";13;1;0;0;0,0769230769230769;0;0;0,0256410256410256
"1405";"31027016005P1";NA;NA;NA;NA;NA;NA;9;0;0;0;0;0;0;0
"1406";"31030017001P3";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2003;"PROFISSIONAL";"4";10;1;1;7;0,1;0,1;0,7;0,3
"1407";"31030017003P6";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"4";12;1;0;5;0,0833333333333333;0;0,416666666666667;0,166666666666667
"1408";"31030017004P2";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";10;2;8;5;0,2;0,8;0,5;0,5
"1409";"31030017005P9";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"4";13;1;0;5;0,0769230769230769;0;0,384615384615385;0,153846153846154
"1410";"31030017006P5";"DIREITO";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"1411";"31030017007P1";NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"1412";"31032010002P6";"DIREITO";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"1413";"31032010003P2";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"4";11;0;0;6;0;0;0,545454545454545;0,181818181818182
"1414";"31032010006P1";"ECONOMIA";"PARTICULAR";"PRIVADA";1992;"PROFISSIONAL";"3";13;0;0;0;0;0;0;0
"1415";"31032010007P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2001;"PROFISSIONAL";"4";11;0;0;0;0;0;0;0
"1416";"31032010008P4";"ENGENHARIAS III";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";4;0;1;0;0;0,25;0;0,0833333333333333
"1417";"31032010010P9";"SOCIOLOGIA";"PARTICULAR";"PRIVADA";2015;"ACADÊMICO";"3";9;0;0;0;0;0;0;0
"1418";"31032010011P5";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";11;0;0;0;0;0;0;0
"1419";"31033016001P2";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";36;3;1;0;0,0833333333333333;0,0277777777777778;0;0,037037037037037
"1420";"31033016002P9";"CIÊNCIAS BIOLÓGICAS I";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";20;7;0;1;0,35;0;0,05;0,133333333333333
"1421";"31033016003P5";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"3";9;0;0;9;0;0;1;0,333333333333333
"1422";"31033016008P7";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";19;1;0;4;0,0526315789473684;0;0,210526315789474;0,087719298245614
"1423";"31033016009P3";"ENGENHARIAS III";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"3";14;1;0;0;0,0714285714285714;0;0;0,0238095238095238
"1424";"31033016010P1";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";18;0;2;0;0;0,111111111111111;0;0,037037037037037
"1425";"31033016011P8";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";1999;"ACADÊMICO";"4";19;0;0;3;0;0;0,157894736842105;0,0526315789473684
"1426";"31033016012P4";"ENGENHARIAS I";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";10;5;0;2;0,5;0;0,2;0,233333333333333
"1427";"31033016013P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";27;5;0;0;0,185185185185185;0;0;0,0617283950617284
"1428";"31033016014P7";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"5";14;0;0;0;0;0;0;0
"1429";"31033016015P3";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"6";12;4;8;0;0,333333333333333;0,666666666666667;0;0,333333333333333
"1430";"31033016017P6";"SOCIOLOGIA";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"3";19;0;0;0;0;0;0;0
"1431";"31033016018P2";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"1432";"31034012001P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"4";16;0;0;2;0;0;0,125;0,0416666666666667
"1433";"31034012002P5";"ECONOMIA";"PARTICULAR";"PRIVADA";2000;"PROFISSIONAL";"4";12;0;0;1;0;0;0,0833333333333333;0,0277777777777778
