"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QPPP";"SPPAP";"QPPr";"QPA";"iQPP";"iQPPr";"iQPA";"IPT"
"1103";"31001017099P4";"FARMÁCIA";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";27;4;3;0;0,148148148148148;0,111111111111111;0;0,0864197530864197
"1104";"31001017101P9";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"1105";"31001017102P5";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"6";12;0;0;4;0;0;0,333333333333333;0,111111111111111
"1106";"31001017103P1";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"6";20;0;0;8;0;0;0,4;0,133333333333333
"1107";"31001017105P4";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"6";32;0;0;0;0;0;0;0
"1108";"31001017106P0";"ENSINO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";16;0;0;0;0;0;0;0
"1109";"31001017108P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"7";29;0;0;0;0;0;0;0
"1110";"31001017110P8";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"4";28;3;0;0;0,107142857142857;0;0;0,0357142857142857
"1111";"31001017111P4";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";25;0;0;0;0;0;0;0
"1112";"31001017112P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";15;4;1;1;0,266666666666667;0,0666666666666667;0,0666666666666667;0,133333333333333
"1113";"31001017113P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";17;0;0;0;0;0;0;0
"1114";"31001017115P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";29;1;1;1;0,0344827586206897;0,0344827586206897;0,0344827586206897;0,0344827586206897
"1115";"31001017118P9";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"1116";"31001017119P5";"HISTÓRIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";20;0;0;0;0;0;0;0
"1117";"31001017121P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";21;0;0;0;0;0;0;0
"1118";"31001017122P6";"ENSINO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"1119";"31001017123P2";"FILOSOFIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";21;0;0;0;0;0;0;0
"1120";"31001017125P5";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";12;0;0;2;0;0;0,166666666666667;0,0555555555555556
"1121";"31001017126P1";"ENSINO";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";10;0;3;0;0;0,3;0;0,1
"1122";"31001017127P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"5";25;0;0;0;0;0;0;0
"1123";"31001017128P4";"MEDICINA III";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";14;0;1;0;0;0,0714285714285714;0;0,0238095238095238
"1124";"31001017130P9";"DIREITO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";20;0;0;0;0;0;0;0
"1125";"31001017131P5";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";18;0;1;0;0;0,0555555555555556;0;0,0185185185185185
"1126";"31001017132P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"3";18;0;0;8;0;0;0,444444444444444;0,148148148148148
"1127";"31001017134P4";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"3";14;0;0;1;0;0;0,0714285714285714;0,0238095238095238
"1128";"31001017136P7";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"4";36;20;0;0;0,555555555555556;0;0;0,185185185185185
"1129";"31001017137P3";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"1130";"31001017138P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"5";19;0;2;0;0;0,105263157894737;0;0,0350877192982456
"1131";"31001017139P6";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";15;0;3;2;0;0,2;0,133333333333333;0,111111111111111
"1132";"31001017141P0";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";32;0;0;1;0;0;0,03125;0,0104166666666667
"1133";"31001017142P7";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";12;0;0;2;0;0;0,166666666666667;0,0555555555555556
"1134";"31001017143P3";"FARMÁCIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";23;2;0;0;0,0869565217391304;0;0;0,0289855072463768
"1135";"31001017144P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";21;0;0;0;0;0;0;0
"1136";"31001017145P6";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";25;1;0;1;0,04;0;0,04;0,0266666666666667
"1137";"31001017146P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";19;0;0;0;0;0;0;0
"1138";"31001017147P9";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"5";29;7;0;0;0,241379310344828;0;0;0,0804597701149425
"1139";"31001017148P5";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";33;1;0;0;0,0303030303030303;0;0;0,0101010101010101
"1140";"31001017149P1";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"4";13;0;10;1;0;0,769230769230769;0,0769230769230769;0,282051282051282
"1141";"31001017150P0";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";12;0;0;0;0;0;0;0
"1142";"31001017151P6";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";10;0;0;0;0;0;0;0
"1143";"31001017152P2";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";24;0;0;0;0;0;0;0
"1144";"31001017153P9";NA;NA;NA;NA;NA;NA;29;0;0;0;0;0;0;0
"1145";"31001017154P5";"FARMÁCIA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";21;4;0;0;0,19047619047619;0;0;0,0634920634920635
"1146";"31001017155P1";"HISTÓRIA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";348;0;0;1;0;0;0,0028735632183908;0,000957854406130268
"1147";"31001017156P8";"ENSINO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";15;0;3;0;0;0,2;0;0,0666666666666667
"1148";"31001017157P4";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"1149";"31001017158P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"5";9;0;0;0;0;0;0;0
"1150";"31001017159P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";17;0;0;0;0;0;0;0
"1151";"31001017160P5";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";22;0;0;0;0;0;0;0
"1152";"31001017161P1";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"1153";"31001017162P8";"MEDICINA II";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";15;0;0;0;0;0;0;0
"1154";"31001017163P4";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";21;0;0;0;0;0;0;0
"1155";"31001017165P7";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";16;0;0;0;0;0;0;0
"1156";"31001017166P3";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"1157";"31001017167P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";8;0;0;0;0;0;0;0
"1158";"31001017169P2";NA;NA;NA;NA;NA;NA;205;0;0;0;0;0;0;0
"1159";"31001017170P0";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"1160";"31001017171P7";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";24;0;0;0;0;0;0;0
"1161";"31001017172P3";NA;NA;NA;NA;NA;NA;16;0;0;0;0;0;0;0
"1162";"31001017173P0";NA;NA;NA;NA;NA;NA;15;0;0;0;0;0;0;0
"1163";"31001017174P6";NA;NA;NA;NA;NA;NA;28;0;0;0;0;0;0;0
"1164";"31002013001P0";"QUÍMICA";"FEDERAL";"PÚBLICA";1966;"ACADÊMICO";"4";24;2;0;0;0,0833333333333333;0;0;0,0277777777777778
"1165";"31002013002P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";20;1;0;2;0,05;0;0,1;0,05
"1166";"31002013003P3";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"5";28;3;10;0;0,107142857142857;0,357142857142857;0;0,154761904761905
"1167";"31002013006P2";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"3";18;2;0;0;0,111111111111111;0;0;0,037037037037037
"1168";"31002013007P9";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";17;0;0;0;0;0;0;0
"1169";"31002013010P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";15;1;0;0;0,0666666666666667;0;0;0,0222222222222222
"1170";"31002013011P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"4";21;0;0;1;0;0;0,0476190476190476;0,0158730158730159
"1171";"31002013012P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";11;0;0;0;0;0;0;0
"1172";"31002013014P5";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";11;2;1;4;0,181818181818182;0,0909090909090909;0,363636363636364;0,212121212121212
"1173";"31002013015P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2000;"PROFISSIONAL";"3";16;0;0;7;0;0;0,4375;0,145833333333333
"1174";"31002013016P8";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";20;0;0;0;0;0;0;0
"1175";"31002013017P4";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";31;0;0;0;0;0;0;0
"1176";"31002013018P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"1177";"31002013019P7";"HISTÓRIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";30;0;0;0;0;0;0;0
"1178";"31002013020P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";29;0;0;0;0;0;0;0
"1179";"31002013022P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";18;0;4;10;0;0,222222222222222;0,555555555555556;0,259259259259259
"1180";"31002013023P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";17;1;0;0;0,0588235294117647;0;0;0,0196078431372549
"1181";"31002013024P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";24;0;0;0;0;0;0;0
"1182";"31002013025P7";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";22;0;0;0;0;0;0;0
"1183";"31002013026P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;0;0;1;0;0;0,0714285714285714;0,0238095238095238
"1184";"31002013027P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"1185";"31002013028P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";18;1;0;5;0,0555555555555556;0;0,277777777777778;0,111111111111111
"1186";"31002013029P2";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";14;1;1;0;0,0714285714285714;0,0714285714285714;0;0,0476190476190476
"1187";"31002013030P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"1188";"31002013031P7";"FILOSOFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1189";"31002013032P3";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"1190";"31002013156P4";"ENSINO";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";13;0;1;0;0;0,0769230769230769;0;0,0256410256410256
"1191";"31002013157P0";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"1192";"31003010001P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"5";51;0;1;0;0;0,0196078431372549;0;0,0065359477124183
"1193";"31003010002P7";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"6";51;0;0;0;0;0;0;0
"1194";"31003010003P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"5";37;0;0;0;0;0;0;0
"1195";"31003010004P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";19;0;0;0;0;0;0;0
"1196";"31003010005P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";59;0;0;0;0;0;0;0
"1197";"31003010006P2";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1198";"31003010015P1";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";16;2;0;0;0,125;0;0;0,0416666666666667
"1199";"31003010017P4";"MEDICINA II";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"4";15;4;0;0;0,266666666666667;0;0;0,0888888888888889
"1200";"31003010019P7";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";21;1;0;4;0,0476190476190476;0;0,19047619047619;0,0793650793650794
"1201";"31003010021P1";"MEDICINA I";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";29;0;0;0;0;0;0;0
"1202";"31003010022P8";"ECONOMIA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";18;0;0;0;0;0;0;0
"1203";"31003010024P0";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";19;11;0;0;0,578947368421053;0;0;0,192982456140351
"1204";"31003010025P7";"MEDICINA II";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"4";17;2;0;0;0,117647058823529;0;0;0,0392156862745098
"1205";"31003010027P0";"QUÍMICA";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";47;6;0;0;0,127659574468085;0;0;0,0425531914893617
"1206";"31003010029P2";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";24;1;0;0;0,0416666666666667;0;0;0,0138888888888889
"1207";"31003010031P7";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";22;0;0;0;0;0;0;0
"1208";"31003010032P3";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";11;2;0;5;0,181818181818182;0;0,454545454545455;0,212121212121212
"1209";"31003010033P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"1210";"31003010036P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";19;0;2;2;0;0,105263157894737;0,105263157894737;0,0701754385964912
"1211";"31003010038P1";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1212";"31003010039P8";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";19;0;0;1;0;0;0,0526315789473684;0,0175438596491228
"1213";"31003010040P6";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";16;0;1;1;0;0,0625;0,0625;0,0416666666666667
"1214";"31003010041P2";"GEOGRAFIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";29;0;0;0;0;0;0;0
"1215";"31003010042P9";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";14;0;0;0;0;0;0;0
"1216";"31003010043P5";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";21;0;0;0;0;0;0;0
"1217";"31003010044P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";30;1;0;0;0,0333333333333333;0;0;0,0111111111111111
"1218";"31003010045P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2000;"PROFISSIONAL";"4";31;3;2;4;0,0967741935483871;0,0645161290322581;0,129032258064516;0,0967741935483871
"1219";"31003010046P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";41;0;0;2;0;0;0,0487804878048781;0,016260162601626
"1220";"31003010048P7";"MEDICINA I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";22;0;0;0;0;0;0;0
"1221";"31003010049P3";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";11;0;0;0;0;0;0;0
"1222";"31003010052P4";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";19;0;1;0;0;0,0526315789473684;0;0,0175438596491228
"1223";"31003010053P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";29;0;0;0;0;0;0;0
"1224";"31003010054P7";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";24;0;0;2;0;0;0,0833333333333333;0,0277777777777778
"1225";"31003010055P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"3";13;1;10;4;0,0769230769230769;0,769230769230769;0,307692307692308;0,384615384615385
"1226";"31003010057P6";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2007;"PROFISSIONAL";"3";13;0;0;0;0;0;0;0
"1227";"31003010058P2";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";26;0;0;0;0;0;0;0
"1228";"31003010061P3";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"1229";"31003010062P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1230";"31003010063P6";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";19;0;2;0;0;0,105263157894737;0;0,0350877192982456
"1231";"31003010064P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";22;2;1;0;0,0909090909090909;0,0454545454545455;0;0,0454545454545454
"1232";"31003010067P1";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";22;0;8;2;0;0,363636363636364;0,0909090909090909;0,151515151515152
"1233";"31003010068P8";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";13;5;0;0;0,384615384615385;0;0;0,128205128205128
"1234";"31003010069P4";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"4";12;0;0;0;0;0;0;0
"1235";"31003010071P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"4";15;0;0;0;0;0;0;0
"1236";"31003010072P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";24;0;0;0;0;0;0;0
"1237";"31003010073P1";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";30;0;0;0;0;0;0;0
"1238";"31003010074P8";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";32;0;0;0;0;0;0;0
"1239";"31003010075P4";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"1240";"31003010076P0";"MEDICINA II";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";23;1;0;0;0,0434782608695652;0;0;0,0144927536231884
"1241";"31003010077P7";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";17;0;3;2;0;0,176470588235294;0,117647058823529;0,0980392156862745
"1242";"31003010078P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";25;0;0;0;0;0;0;0
"1243";"31003010079P0";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";29;11;4;0;0,379310344827586;0,137931034482759;0;0,172413793103448
"1244";"31003010080P8";"DIREITO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1245";"31003010081P4";"FILOSOFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"1246";"31003010082P0";"FARMÁCIA";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";16;0;0;0;0;0;0;0
"1247";"31003010084P3";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"1248";"31003010085P0";"ENSINO";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";16;0;0;1;0;0;0,0625;0,0208333333333333
"1249";"31003010086P6";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";16;0;0;2;0;0;0,125;0,0416666666666667
"1250";"31003010087P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";15;2;5;7;0,133333333333333;0,333333333333333;0,466666666666667;0,311111111111111
"1251";"31003010088P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1252";"31003010089P5";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";31;2;1;3;0,0645161290322581;0,032258064516129;0,0967741935483871;0,0645161290322581
"1253";"31003010090P3";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";18;0;1;0;0;0,0555555555555556;0;0,0185185185185185
"1254";"31003010091P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";19;1;0;0;0,0526315789473684;0;0;0,0175438596491228
"1255";"31003010092P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";16;0;0;1;0;0;0,0625;0,0208333333333333
"1256";"31003010093P2";"ENSINO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";39;0;1;0;0;0,0256410256410256;0;0,00854700854700855
"1257";"31003010094P9";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";20;0;1;0;0;0,05;0;0,0166666666666667
"1258";"31003010095P5";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";17;0;1;0;0;0,0588235294117647;0;0,0196078431372549
"1259";"31003010096P1";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";18;0;0;0;0;0;0;0
"1260";"31003010097P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";22;0;0;2;0;0;0,0909090909090909;0,0303030303030303
"1261";"31003010098P4";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";14;0;0;0;0;0;0;0
"1262";"31003010156P4";"ENSINO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"1263";"31003010157P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"1264";"31003010158P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"1265";"31003010170P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"1266";"31003010171P3";NA;NA;NA;NA;NA;NA;16;0;0;0;0;0;0;0
"1267";"31003010172P0";NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
