"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"FCDi";"CC";"CP";"IMI"
"43";"12001015066P5";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,568627450980392;0,475;0,722222222222222;0,388636363636364;0,538621509209744
"44";"12008010001P9";"MEDICINA II";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";0,48;0,358974358974359;0,537726905965532;0,494761904761905;0,467865792425449
"45";"12008010002P5";"DIREITO";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,5;0,392156862745098;0,9375;0,425;0,563664215686274
"46";"12008010003P1";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,644444444444444;0,575;0,55;0,411111111111111;0,545138888888889
"47";"12008010007P7";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,738095238095238;0,58695652173913;0,659090909090909;0,487916666666667;0,618014833897986
"48";"12008010008P3";"MEDICINA II";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,622222222222222;0,76;0,476430976430976;0,463235294117647;0,580472123192711
"49";"12008010039P6";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,555555555555555;0,526315789473684;0,625;0,424019607843137;0,532722738218094
"50";"12008010070P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,625;0,76271186440678;0,587344028520499;0,462301587301587;0,609339370057217
"51";"13003011001P6";"ENSINO";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,666666666666667;0,425925925925926;0,524343185550082;0,460555555555556;0,519372833424558
"52";"14001012001P6";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,736842105263158;0,704918032786885;0,578947368421053;0,513888888888889;0,633649098839996
"53";"14001012004P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,716666666666667;0,412371134020619;0,569736842105263;0,604807692307692;0,57589558377506
"54";"14001012005P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,644444444444444;0,627450980392157;0,586046511627907;0,491666666666667;0,587402150782794
"55";"15001016002P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";0,766666666666667;0,336283185840708;0,650595238095238;0,500347222222222;0,563473078206209
"56";"15001016003P1";"DIREITO";"FEDERAL";"PÚBLICA";1984;"ACADÊMICO";"4";0,258064516129032;0,280701754385965;0,548076923076923;0,521759259259259;0,402150613212795
"57";"15001016004P8";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1986;"ACADÊMICO";"5";0,383333333333333;0,230769230769231;0,638888888888889;0,457440476190476;0,427607982295482
"58";"15001016007P7";"QUÍMICA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";0,194444444444444;0,196969696969697;0,420454545454545;0,485648148148148;0,324379208754209
"59";"15001016008P3";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";0,390804597701149;0,192090395480226;0,523333333333333;0,396388888888889;0,375654303850899
"60";"15001016009P0";"PSICOLOGIA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";0,303030303030303;0,247191011235955;0,444480519480519;0,331140350877193;0,331460546155993
"61";"15001016010P8";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"3";0,416666666666667;0,490566037735849;0,44530303030303;0,416145833333333;0,44217039200972
"62";"15001016015P0";"MEDICINA II";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,529411764705882;0,302083333333333;0,569128787878788;0,588257575757576;0,497220365418895
"63";"15001016016P6";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,393939393939394;0,275862068965517;0,447916666666667;0,468452380952381;0,39654262763099
"64";"15001016018P9";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"3";0,274509803921569;0,386206896551724;0,482638888888889;0,45625;0,399901397340545
"65";"15001016022P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,333333333333333;0,0980392156862745;0,454185166229501;0,439722222222222;0,331319984367833
"66";"15001016027P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"3";0,733333333333333;0,545454545454545;0,585825163398693;0,559126984126984;0,605935006578389
"67";"15001016028P4";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,492063492063492;0,372093023255814;0,479920634920635;0,376602564102564;0,430169928585626
"68";"15001016030P9";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";0,518518518518518;0,257575757575758;0,497905525846702;0,486458333333333;0,440114533818578
"69";"15001016031P5";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";0,606060606060606;0,231884057971014;0,427083333333333;0,434027777777778;0,424763943785683
"70";"15001016032P1";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"6";0,333333333333333;0,316666666666667;0,529266335157251;0,502298850574713;0,420391296432991
"71";"15001016033P8";"ENSINO";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,492063492063492;0,30952380952381;0,544047619047619;0,494252873563218;0,459971948549535
"72";"15001016034P4";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,454545454545455;0,36046511627907;0,588235294117647;0,418827160493827;0,455518256359
"73";"15001016035P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,430555555555556;0,252873563218391;0,534567901234568;0,413978494623656;0,407993878658043
"74";"15001016036P7";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";0,454545454545455;0,525;0,599603174603175;0,512777777777778;0,522981601731602
"75";"15001016037P3";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,166666666666667;0,111111111111111;0,454971875481584;0,515686274509804;0,312108981942291
"76";"15001016039P6";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";0,380952380952381;0,125;0,397202797202797;0,433333333333333;0,334122127872128
"77";"15001016040P4";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";0,434782608695652;0,315789473684211;0,489224664224664;0,4875;0,431824186651132
"78";"15001016041P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,354166666666667;0,452380952380952;0,75;0,6275;0,546011904761905
"79";"15001016042P7";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,5;0,415384615384615;0,566666666666667;0,422916666666667;0,476241987179487
"80";"15001016043P3";"HISTÓRIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";0,433333333333333;0,244186046511628;0,460492259313014;0,382;0,380002909789494
"81";"15001016044P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,380952380952381;0,255813953488372;0,554093567251462;0,483095238095238;0,418488784946863
"82";"15001016045P6";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,666666666666667;0,222222222222222;0,517166666666667;0,485;0,472763888888889
"83";"15001016046P2";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,649122807017544;0,46551724137931;0,57;0,475724637681159;0,540091171519503
"84";"15001016047P9";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,366666666666667;0,410526315789474;0,622586872586873;0,354545454545455;0,438581327397117
"85";"15001016049P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,470588235294118;0,553191489361702;0,614285714285714;0,531818181818182;0,542470905189929
"86";"15001016050P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,5;0,509433962264151;0,569360902255639;0,393333333333333;0,493032049463281
"87";"15001016051P6";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,520833333333333;0,264705882352941;0,403333333333333;0,415196078431373;0,401017156862745
"88";"15001016052P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";0,578947368421053;0,3125;0,546804617117117;0,455555555555556;0,473451885273431
"89";"15001016053P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,555555555555556;0,653061224489796;0,6;0,496794871794872;0,576352912960056
"90";"15001016055P1";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,685185185185185;0,49438202247191;0,72948717948718;0,351893939393939;0,565237081634554
"91";"15001016057P4";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,404761904761905;0,642857142857143;0,457804521693411;0,474122807017544;0,494886594082501
"92";"15001016059P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";0,844444444444444;0,609195402298851;0,619588122605364;0,508333333333333;0,645390325670498
"93";"15001016060P5";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,62962962962963;0,513513513513513;0,55904347826087;0,427083333333333;0,532317488684336
"94";"15001016062P8";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,777777777777778;0,277777777777778;0,558692528735632;0,439814814814815;0,513515724776501
"95";"15001016063P4";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,666666666666667;0,347826086956522;0,578787120453787;0,398076923076923;0,497839199288475
"96";"15001016064P0";"MEDICINA II";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,449275362318841;0,283783783783784;0,616071428571429;0,520138888888889;0,467317365890735
"97";"15001016065P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,6;0,58;0,688020833333333;0,442083333333333;0,577526041666667
"98";"15001016066P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,416666666666667;0,386363636363636;0,933333333333333;0,463095238095238;0,549864718614719
"99";"15001016067P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,53030303030303;0,409090909090909;0,720238095238095;0,558333333333333;0,554491341991342
"100";"15001016068P6";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,574074074074074;0,548387096774194;0,586172043010753;0,430434782608696;0,534766999116929
"101";"15001016070P0";"FILOSOFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,296296296296296;0,733333333333333;1;0,516025641025641;0,636413817663818
"102";"15001016071P7";"MEDICINA I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,46969696969697;0,379310344827586;0,535974836963209;0,455128205128205;0,460027589153992
"103";"15001016072P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,533333333333333;0,567164179104478;0,610119047619048;0,511666666666667;0,555570806680881
"104";"15001016073P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,833333333333333;0,625;0,75;0,47156862745098;0,669975490196078
"105";"15001016075P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,470588235294118;0,324909747292419;0,462820512820513;0,507142857142857;0,441365338137477
"106";"15001016076P9";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,452380952380952;0,385093167701863;0,704365079365079;0,532017543859649;0,518464185826886
"107";"15001016077P5";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";0,433333333333333;0,703703703703704;0,6;0,538194444444444;0,56880787037037
"108";"15001016078P1";"ENSINO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";0,449275362318841;0,53030303030303;0,517628205128205;0,5475;0,511176649437519
"109";"15001016079P8";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,861111111111111;0,46969696969697;0,608695652173913;0,441666666666667;0,595292599912165
"110";"15001016080P6";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";0,733333333333333;0,7;0,625;0,431349206349206;0,622420634920635
"111";"15001016081P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,645833333333333;0,583333333333333;0,666666666666667;0,413888888888889;0,577430555555556
"112";"15001016082P9";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,470588235294118;0,378048780487805;1;0,451315789473684;0,574988201313902
"113";"15001016084P1";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,458333333333333;0,585365853658537;0,475877192982456;0,502777777777778;0,505588539438026
"114";"15001016085P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,6;0,694444444444444;1;0,447727272727273;0,685542929292929
"115";"15001016086P4";"FARMÁCIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,392156862745098;0,821428571428571;0,611111111111111;0,548809523809524;0,593376517273576
"116";"15001016089P3";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,46969696969697;0,387096774193548;0,784469696969697;0,405128205128205;0,511597911497105
"117";"15001016091P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,619047619047619;0,524590163934426;0,651098901098901;0,430555555555556;0,556323059909126
"118";"15002012001P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";0,425925925925926;0,285714285714286;0,458360171765969;0,400416666666667;0,392604262518212
"119";"15002012005P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,666666666666667;0,684210526315789;0,647321428571429;0,413461538461538;0,602915040003856
"120";"15002012006P7";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,462962962962963;0,15;0,376515151515152;0,421969696969697;0,352861952861953
"121";"15002012007P3";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,696969696969697;0,823529411764706;0,545673076923077;0,469444444444444;0,633904157525481
"122";"15002012008P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,611111111111111;0,14;0,545717592592593;0,349404761904762;0,411558366402116
"123";"15004015004P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";0,925925925925926;1;0,730769230769231;0,419166666666667;0,768965455840456
"124";"15004015005P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";0,805555555555555;0,434782608695652;0,645116707616708;0,371111111111111;0,564141495744757
"125";"15004015006P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";0,787878787878788;0,518518518518518;0,525132275132275;0,536111111111111;0,591910173160173
"126";"15004015007P6";"DIREITO";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,366666666666667;0,328947368421053;0,533333333333333;0,402777777777778;0,407931286549708
"127";"15006018001P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";0,529411764705882;0,322222222222222;0,524292149292149;0,399537037037037;0,443865793314323
"128";"15006018002P7";"CIÊNCIAS BIOLÓGICAS III";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";0,533333333333333;0,36734693877551;0,496996336996337;0,570277777777778;0,49198859672074
"129";"15006018005P6";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,833333333333333;0,857142857142857;0,722222222222222;0,518055555555556;0,732688492063492
"130";"15006018006P2";"ENSINO";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";0,733333333333333;0,392857142857143;0,827586206896552;0,47037037037037;0,60603676336435
"131";"15006018007P9";"MEDICINA III";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,595238095238095;0,26984126984127;0,712698412698413;0,471428571428571;0,512301587301587
"132";"15010015001P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,527777777777778;0,578947368421053;0,490384615384615;0,550438596491228;0,536887089518668
"133";"15010015002P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,649122807017544;0,78;0,530573593073593;0,516049382716049;0,618936445701797
"134";"15010015003P7";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,87719298245614;0,543859649122807;0,64554905782976;0,480864197530864;0,636866471734893
"135";"15010015004P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,754385964912281;0,516666666666667;0,561111111111111;0,478703703703704;0,577716861598441
"136";"15010015005P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,511111111111111;0,449275362318841;0,76078431372549;0,536842105263158;0,56450322310465
"137";"15025012001P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,714285714285714;0,846153846153846;0,625;0,497916666666667;0,670839056776557
"138";"15027007039P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";0,4;0,333333333333333;0,584375;0,363235294117647;0,420235906862745
