"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QIP";"QPV";"DIPP";"DFPP";"QPP";"DFCP";"CC"
"1764";"32010010004P5";"QUÍMICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";3;23;0,130434782608696;1,44444444444444;1,66666666666667;0,935185185185185;0,53280998389694
"1765";"32010010005P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";5;15;0,333333333333333;NA;NA;NA;NA
"1766";"32010010006P8";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";4;77;0,051948051948052;1,15;2,06666666666667;0,678492063492063;0,365220057720058
"1767";"32010010007P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";6;58;0,103448275862069;2,4;2,7;0,932380952380952;0,517914614121511
"1768";"32010010008P0";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";3;45;0,0666666666666667;1,04;1,12;0,96;0,513333333333333
"1769";"32010010009P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";4;46;0,0869565217391304;1,85714285714286;1,5;1,20238095238095;0,644668737060041
"1770";"32010010010P5";NA;NA;NA;NA;NA;NA;1;2;0,5;NA;NA;NA;NA
"1771";"32010010011P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";3;18;0,166666666666667;1,125;1;1,125;0,645833333333333
"1772";"32010010012P8";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";2;9;0,222222222222222;2,25;1,625;1,5;0,861111111111111
"1773";"32010010013P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";1;1;1;2,35185185185185;1,61111111111111;1,51543209876543;1,25771604938272
"1774";"32010010040P1";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";3;8;0,375;1,08;1,04;1,06;0,7175
"1775";"32010010041P8";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";2;16;0,125;1,9;2,95;0,728333333333333;0,426666666666667
"1776";"32010010044P7";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";2;6;0,333333333333333;2,9;2,4;1,2;0,766666666666667
"1777";"32011016003P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";3;21;0,142857142857143;2,25;2,25;1,02777777777778;0,58531746031746
"1778";"32011016004P8";"QUÍMICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";3;34;0,0882352941176471;1,46666666666667;1,86666666666667;0,811111111111111;0,449673202614379
"1779";"32011016005P4";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";5;26;0,192307692307692;1,375;1,75;0,871527777777778;0,531917735042735
"1780";"32011016006P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";3;13;0,230769230769231;1,33333333333333;1,66666666666667;0,833333333333333;0,532051282051282
"1781";"32011016007P7";"MEDICINA II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";4;48;0,0833333333333333;1,6;1,44;1,13333333333333;0,608333333333333
"1782";"32011016008P3";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";4;81;0,0493827160493827;1,32786885245902;1,50819672131148;0,961065573770492;0,505224144909937
"1783";"32011016009P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";4;20;0,2;1,45454545454545;1,63636363636364;0,916666666666667;0,558333333333333
"1784";"32011016010P8";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";7;29;0,241379310344828;1,08333333333333;1,5;0,854166666666667;0,547772988505747
"1785";"32011016011P4";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";8;98;0,0816326530612245;1,61538461538462;1,53846153846154;1,0491452991453;0,565388976103262
"1786";"32011016012P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";2;4;0,5;1,5;1,25;1,1875;0,84375
"1787";"32011016013P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";5;11;0,454545454545455;2,69230769230769;2,30769230769231;1,20512820512821;0,82983682983683
"1788";"32011016015P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";2;5;0,4;1,14285714285714;1,23809523809524;0,952380952380952;0,676190476190476
"1789";"32011016040P4";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";3;17;0,176470588235294;2;1,58974358974359;1,30769230769231;0,742081447963801
"1790";"32011016041P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";2;11;0,181818181818182;1,29411764705882;1,05882352941176;1,23529411764706;0,70855614973262
"1791";"32011016042P7";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";3;6;0,5;1,46;2,78;0,6314329004329;0,56571645021645
"1792";"32012012001P5";"MEDICINA II";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";3;16;0,1875;1,53846153846154;2;0,815384615384615;0,501442307692308
"1793";"32012012003P8";"MEDICINA II";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";2;59;0,0338983050847458;NA;NA;NA;NA
"1794";"32012012004P4";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";3;41;0,0731707317073171;1,64705882352941;2,23529411764706;0,818627450980392;0,445899091343855
"1795";"32012012005P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";3;79;0,0379746835443038;1;1;1;0,518987341772152
"1796";"32012012007P3";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";2;16;0,125;1,3;1,9;0,766666666666667;0,445833333333333
"1797";"32012012008P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";5;20;0,25;1,58823529411765;1,47058823529412;1,08823529411765;0,669117647058823
"1798";"32012012009P6";"MATERIAIS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";1;7;0,142857142857143;2,52380952380952;2,33333333333333;1,15079365079365;0,646825396825397
"1799";"32012012070P7";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";4;14;0,285714285714286;1,95238095238095;2;0,968253968253968;0,626984126984127
"1800";"32012012170P1";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";1;2;0,5;1,21739130434783;2,21739130434783;0,698550724637681;0,599275362318841
"1801";"32012012171P8";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";2;5;0,4;2,09090909090909;1,90909090909091;1,06060606060606;0,73030303030303
"1802";"32014015001P8";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";4;51;0,0784313725490196;1,68085106382979;3,59574468085106;0,551587301587302;0,315009337068161
"1803";"32014015002P4";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";5;21;0,238095238095238;1,3;1,3;1;0,619047619047619
"1804";"32014015003P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2007;"PROFISSIONAL";"4";2;8;0,25;1,32876712328767;1,45205479452055;0,945205479452055;0,597602739726027
"1805";"32014015004P7";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"5";4;36;0,111111111111111;1,375;1,796875;0,867410714285714;0,489260912698413
"1806";"32014015005P3";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";4;26;0,153846153846154;1,25;1,83333333333333;0,75462962962963;0,454237891737892
"1807";"32014015006P0";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";5;36;0,138888888888889;1,35294117647059;2;0,867647058823529;0,503267973856209
"1808";"32014015007P6";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";3;9;0,333333333333333;1,44444444444444;1,88888888888889;0,944444444444444;0,638888888888889
"1809";"32014015008P2";"HISTÓRIA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";2;12;0,166666666666667;1,57142857142857;1,61904761904762;0,984126984126984;0,575396825396825
"1810";"32014015009P9";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";8;64;0,125;1,91489361702128;2,38297872340426;0,92725430597771;0,526127152988855
"1811";"32014015010P7";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";1;4;0,25;1,5;1,66666666666667;0,944444444444444;0,597222222222222
"1812";"32014015011P3";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";2;21;0,0952380952380952;1,31578947368421;1,68421052631579;0,87719298245614;0,486215538847118
"1813";"32014015101P2";"ECONOMIA";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";1;4;0,25;1,45454545454545;1,72727272727273;0,901515151515151;0,575757575757576
"1814";"32016018001P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";3;24;0,125;2,1;2,4;0,891666666666667;0,508333333333333
"1815";"32016018002P7";"CIÊNCIAS AGRÁRIAS I";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"4";3;24;0,125;1,84615384615385;2,15384615384615;0,858974358974359;0,491987179487179
"1816";"32016018003P3";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";3;12;0,25;1,23809523809524;1,76190476190476;0,833333333333333;0,541666666666667
"1817";"32016018005P6";"CIÊNCIAS AGRÁRIAS I";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";2;19;0,105263157894737;1,95454545454545;2,68181818181818;0,832575757575758;0,468919457735247
"1818";"32017014001P7";"DIREITO";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";1;1;1;NA;NA;NA;NA
"1819";"32018010001P3";"MATERIAIS";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";2;6;0,333333333333333;1,2;1,4;0,9;0,616666666666667
"1820";"32018010002P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";3;6;0,5;1,22222222222222;1,33333333333333;1,05;0,775
"1821";"32018010003P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";3;27;0,111111111111111;1,6;1,24;1,42666666666667;0,768888888888889
"1822";"32018010004P2";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";4;20;0,2;1,11764705882353;1,11764705882353;1,02941176470588;0,614705882352941
"1823";"32018010005P9";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";5;41;0,121951219512195;2,22727272727273;1,90909090909091;1,29545454545455;0,70870288248337
"1824";"32018010006P5";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";2;4;0,5;1,30769230769231;1,23076923076923;1,07692307692308;0,788461538461538
"1825";"32018010007P1";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";7;47;0,148936170212766;1,31034482758621;1,6551724137931;0,913793103448276;0,531364636830521
"1826";"32018010008P8";"MEDICINA II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";7;58;0,120689655172414;1,52941176470588;1,82352941176471;0,898692810457516;0,509691232814965
"1827";"32018010009P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";7;39;0,179487179487179;1,66666666666667;1,77777777777778;0,962962962962963;0,571225071225071
"1828";"32018010010P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";8;32;0,25;2,07407407407407;1,81481481481481;1,10493827160494;0,677469135802469
"1829";"32018010011P9";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";5;74;0,0675675675675676;1,71052631578947;1,57894736842105;1,13157894736842;0,599573257467994
"1830";"32018010012P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";4;11;0,363636363636364;2,09090909090909;2,81818181818182;0,795454545454545;0,579545454545455
"1831";"32018010013P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";4;52;0,0769230769230769;1,57142857142857;1,38095238095238;1,17063492063492;0,623778998778999
"1832";"32018010014P8";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";6;70;0,0857142857142857;1,52631578947368;1,78947368421053;1,15263157894737;0,619172932330827
"1833";"32018010015P4";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";3;9;0,333333333333333;1,76470588235294;1,76470588235294;1,09607843137255;0,714705882352941
"1834";"32018010016P0";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";7;14;0,5;1,57142857142857;2;0,80952380952381;0,654761904761905
"1835";"32018010040P9";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";1;3;0,333333333333333;1,04761904761905;1,0952380952381;1;0,666666666666667
"1836";"32020015002P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";4;42;0,0952380952380952;1,8;2,05;0,975;0,535119047619048
"1837";"32020015003P7";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";4;23;0,173913043478261;3,38461538461538;2,92307692307692;1,13076923076923;0,652341137123746
"1838";"32020015004P3";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";7;30;0,233333333333333;1,75;1,625;1,33333333333333;0,783333333333333
"1839";"32020015005P0";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";5;20;0,25;1,39393939393939;1,36363636363636;1,01262626262626;0,631313131313131
"1840";"32020015006P6";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";3;41;0,0731707317073171;1,59459459459459;1,64864864864865;1,05765765765766;0,565414194682487
"1841";"32020015007P2";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";7;44;0,159090909090909;1,54545454545455;1,45454545454545;1,09090909090909;0,625
"1842";"32020015008P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";3;13;0,230769230769231;2,09090909090909;1,95454545454545;1,11742424242424;0,674096736596737
"1843";"32021011001P0";NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA
"1844";"32021011002P7";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";4;9;0,444444444444444;2;2;1,22222222222222;0,833333333333333
"1845";"32025017001P6";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";7;43;0,162790697674419;1,21428571428571;1,21428571428571;1;0,581395348837209
"1846";"32025017002P2";"ARQUITETURA, URBANISMO E DESIGN";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";4;17;0,235294117647059;1,58333333333333;1,47222222222222;1,08333333333333;0,659313725490196
"1847";"32025017003P9";"ARTES / MÚSICA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"4";3;10;0,3;2,30769230769231;1,92307692307692;1,15384615384615;0,726923076923077
"1848";"32029012001P1";"TEOLOGIA";"PARTICULAR";"PRIVADA";1986;"ACADÊMICO";"6";1;2;0,5;2,625;1,75;1,60416666666667;1,05208333333333
"1849";"32029012003P4";"FILOSOFIA";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"3";1;1;1;1;1;1;1
"1850";"32034016001P1";"MEDICINA I";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";1;2;0,5;1,78;1,84;0,98;0,74
"1851";"32036019001P4";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"3";4;36;0,111111111111111;2,75;2,05;1,34583333333333;0,728472222222222
"1852";"32036019002P0";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";4;80;0,05;1,41025641025641;1,92307692307692;0,823076923076923;0,436538461538462
"1853";"32036019003P7";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";4;32;0,125;1,46666666666667;1,53333333333333;0,966666666666667;0,545833333333333
"1854";"32036019004P3";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";4;17;0,235294117647059;2,44736842105263;1,89473684210526;1,30200501253133;0,768649565089194
"1855";"32036019005P0";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";1;3;0,333333333333333;2,77777777777778;2,55555555555556;1,20899470899471;0,771164021164021
"1856";"32037015002P7";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2008;"PROFISSIONAL";"4";1;5;0,2;1,67857142857143;1,28571428571429;1,33035714285714;0,765178571428571
"1857";"32037015003P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";1;2;0,5;1,70588235294118;1,47058823529412;1,11274509803922;0,806372549019608
"1858";"32040016001P8";"DIREITO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"4";1;13;0,0769230769230769;2,75;5;0,529166666666667;0,303044871794872
"1859";"32044011001P3";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";5;64;0,078125;NA;NA;NA;NA
"1860";"32049013001P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"5";5;31;0,161290322580645;NA;NA;NA;NA
"1861";"32053010001P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";7;37;0,189189189189189;1,73584905660377;1,64150943396226;1,1125786163522;0,650883902770695
"1862";"32053010002P5";"DIREITO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";9;31;0,290322580645161;1,7;2;0,98;0,635161290322581
"1863";"32053010003P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2011;"PROFISSIONAL";"3";4;10;0,4;3,6;2,5;1,55;0,975
"1864";"32053010004P8";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";4;31;0,129032258064516;1,45833333333333;1,45833333333333;1,0625;0,595766129032258
"1865";"32053010005P4";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";4;14;0,285714285714286;1,25;1,625;0,886458333333333;0,58608630952381
"1866";"32053010006P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";4;10;0,4;3,3;2,3;1,38333333333333;0,891666666666667
"1867";"32057016001P4";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"3";5;6;0,833333333333333;NA;NA;NA;NA
"1868";"32058020001P6";"MEDICINA I";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";3;9;0,333333333333333;1,4;1,45;0,9875;0,660416666666667
"1869";"32058020002P2";"MEDICINA I";"PARTICULAR";"PRIVADA";2012;"PROFISSIONAL";"3";1;1;1;NA;NA;NA;NA
"1870";"32065019001P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2000;"PROFISSIONAL";"3";2;3;0,666666666666667;5,11111111111111;5,66666666666667;0,904320987654321;0,785493827160494
"1871";"32067011001P6";"MEDICINA II";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"6";21;213;0,0985915492957746;NA;NA;NA;NA
"1872";"32069014001P9";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";4;25;0,16;2;2;1;0,58
"1873";"32073011001P2";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";2;5;0,4;3,53333333333333;3,23333333333333;1,2176455026455;0,808822751322751
"1874";"32073011002P9";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";2;3;0,666666666666667;2,8125;2,875;1,12109375;0,893880208333333
"1875";"32073011003P5";"MEDICINA III";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";1;32;0,03125;1,4950495049505;1,4950495049505;1,02062706270627;0,525938531353135
"1876";"32076010001P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"3";3;32;0,09375;1,63636363636364;1,63636363636364;1,01515151515152;0,554450757575758
"1877";"32079010001P4";"DIREITO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";1;2;0,5;1,88888888888889;2,55555555555556;0,861111111111111;0,680555555555556
"1878";"32081014001P1";NA;NA;NA;NA;NA;NA;1;7;0,142857142857143;NA;NA;NA;NA
"1879";"32083017001P4";"DIREITO";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";1;1;1;1,58620689655172;1,79310344827586;1,07931034482759;1,03965517241379
"1880";"32145012001P7";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";1;2;0,5;2,15789473684211;1,47368421052632;1,42105263157895;0,960526315789474
"1881";"33001014001P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";3;86;0,0348837209302326;2,65714285714286;3,31428571428571;0,81843537414966;0,426659547539946
"1882";"33001014002P6";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";3;29;0,103448275862069;2,72727272727273;3;0,954545454545455;0,528996865203762
"1883";"33001014003P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";5;22;0,227272727272727;2;3,375;0,731547619047619;0,479410173160173
"1884";"33001014004P9";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"7";5;259;0,0193050193050193;1,49047619047619;1,72857142857143;0,894047619047619;0,456676319176319
"1885";"33001014005P5";"QUÍMICA";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"7";4;110;0,0363636363636364;1;1;1;0,518181818181818
"1886";"33001014006P1";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"7";6;75;0,08;1;2;0,5;0,29
"1887";"33001014007P8";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";3;24;0,125;1,3;2;0,726666666666667;0,425833333333333
"1888";"33001014008P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";6;44;0,136363636363636;1,25;1,5;0,958333333333333;0,547348484848485
"1889";"33001014010P9";"FILOSOFIA";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";3;15;0,2;2,3125;2,875;0,95;0,575
"1890";"33001014011P5";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";3;68;0,0441176470588235;1,02272727272727;1,31818181818182;0,875;0,459558823529412
"1891";"33001014012P1";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";2;20;0,1;NA;NA;NA;NA
"1892";"33001014013P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";4;67;0,0597014925373134;1,38095238095238;1,47619047619048;0,968253968253968;0,513977730395641
"1893";"33001014015P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";2;28;0,0714285714285714;1;1;1;0,535714285714286
"1894";"33001014016P7";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"6";3;118;0,0254237288135593;1,16666666666667;2,55555555555556;0,64755291005291;0,336488319433235
"1895";"33001014017P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"4";2;3;0,666666666666667;NA;NA;NA;NA
"1896";"33001014018P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";5;23;0,217391304347826;1;1,66666666666667;0,722222222222222;0,469806763285024
"1897";"33001014020P4";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";1;2;0,5;1;1;1;0,75
"1898";"33001014021P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";3;8;0,375;1;1;1;0,6875
"1899";"33001014022P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";3;25;0,12;1,24;1,16;1,08;0,6
"1900";"33001014023P3";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";4;31;0,129032258064516;1,63636363636364;1,90909090909091;0,954545454545455;0,541788856304985
"1901";"33001014025P6";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"6";13;74;0,175675675675676;1,45454545454545;1,75757575757576;0,89040404040404;0,533039858039858
"1902";"33001014026P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";4;32;0,125;1;1;1;0,5625
"1903";"33001014027P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";3;29;0,103448275862069;2,8;2,6;1,03333333333333;0,568390804597701
"1904";"33001014028P5";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";3;13;0,230769230769231;2;3;0,867156862745098;0,548963046757164
"1905";"33001014029P1";"ENSINO";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"3";1;5;0,2;NA;NA;NA;NA
"1906";"33001014030P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";3;13;0,230769230769231;1,875;2;0,96875;0,599759615384615
